"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV","Y"
"propietario (a)",45,381092,"automático","autos 6 &amp; ya","2016-10-21","2017-06-16","2020-06-04","2021-10-21",12702,6351,33773,"normal",24,"express","automatica",43,20601,"hombre","fisica","automático","web",34.0,9,1,1,47,1
"jubilado (a)",51,293484,"automático","autos","2018-03-16","2019-03-15","2022-06-02","2023-03-16",0,4891,21775,"normal",50,"express","automatica",51,21795,"mujer","fisica","automático","facebook",52.0,8,0,1,51,1
"propietario (a)",59,378702,"automático","autos","2017-04-21","2018-07-20","2022-05-02","2022-04-21",0,6311,27160,"normal",54,"express","automatica",59,25789,"hombre","fisica","automático","modulo-agencia",65.0,9,0,1,59,1
"comerciante",37,387378,"automático","autos 6 &amp; ya","2019-04-26","2020-04-17","2022-05-27","2024-04-26",12912,6456,28560,"normal",26,"express","automatica",35,15446,"mujer","fisica","automático","captacion",51.0,8,0,1,39,1
"director (a)",8,168406,"subastado con 013","autos","2018-09-21","2018-09-21","2019-04-05","2023-09-21",19642,2806,19174,"legal",38,"normal","normal",1,3570,"hombre","fisica","subasta (0,20]","captacion",0.0,8,0,1,12,0
"propietario (a)",48,259357,"sorteo","autos","2018-04-20","2019-04-26","2022-03-29","2023-04-20",21610,4322,23846,"legal",42,"express","automatica",43,20494,"hombre","fisica","sorteo","telemkt",53.0,8,1,1,52,0
"chofer",16,103474,"subastado con 013","autos","2018-01-19","2019-01-18","2019-03-06","2023-01-19",17240,2000,9661,"legal",36,"express","automatica",6,7278,"hombre","fisica","subasta (0,20]","captacion",52.0,9,0,1,22,0
"socio (a)",26,212098,"sorteo","autos","2020-04-17","2021-02-19","2022-06-01","2025-04-17",3534,3534,15762,"normal",49,"express","automatica",25,10630,"hombre","fisica","sorteo","modulo-agencia",44.0,8,1,1,27,1
"empleado (a)",17,103079,"sorteo","autos 6 &amp; ya","2021-01-22","2021-09-24","2022-06-03","2026-01-22",3434,2000,9736,"normal",48,"normal","normal",15,6793,"mujer","fisica","sorteo","facebook",35.0,7,0,1,19,1
"asesor (a)",26,115216,"automático","autos","2018-08-17","2019-06-21","2020-08-07","2023-08-17",7680,2000,9815,"legal",39,"express","automatica",22,11430,"mujer","fisica","automático","captacion",44.0,7,0,1,28,0
"ama(o) de casa",43,494074,"subastado con 013","autos 6 &amp; ya","2018-10-19","2019-05-17","2022-05-05","2023-10-19",8234,8234,42462,"normal",25,"express","automatica",42,18120,"mujer","fisica","subasta (0,20]","captacion",30.0,9,0,1,44,1
"director (a)",24,250489,"subastado con 014","autos 6 &amp; ya","2020-06-19","2021-06-18","2022-05-03","2025-06-19",4174,4174,14470,"normal",25,"express","automatica",23,9769,"hombre","fisica","subasta (0,20]","captacion",52.0,8,0,1,25,1
"jefe (a)",42,479760,"subastado con 012","autos","2017-01-20","2017-11-17","2020-06-11","2022-01-20",7996,7996,54765,"normal",57,"express","automatica",41,19100,"hombre","moral","subasta (0,20]","captacion",43.0,9,0,1,43,1
"taxista",26,144668,"sorteo","autos 6 &amp; ya","2017-10-20","2018-06-15","2019-10-14","2022-10-20",16877,2411,11066,"legal",29,"normal","normal",19,11788,"hombre","fisica","sorteo","captacion",34.0,8,0,1,28,0
"médico (a)",31,280671,"subastado con 013","autos","2017-04-21","2017-04-21","2019-10-08","2022-04-21",28062,4677,28306,"legal",34,"normal","normal",25,14194,"mujer","fisica","subasta (0,20]","captacion",0.0,5,0,1,36,0
"consultor (a)",41,284051,"subastado con 014","autos 6 &amp; ya","2019-02-15","2019-09-20","2022-06-01","2024-02-15",9468,4734,27505,"normal",38,"express","automatica",39,17221,"mujer","fisica","subasta (0,20]","facebook",31.0,7,1,1,43,1
"auxiliar",34,148397,"automático","autos","2015-10-16","2016-09-23","2018-06-04","2020-10-16",17311,2473,16999,"legal",23,"express","automatica",27,16688,"mujer","fisica","automático","captacion",49.0,8,1,1,38,0
"gerente",51,398156,"automático","autos","2018-03-16","2019-04-26","2022-06-01","2023-03-16",6635,6635,28363,"normal",47,"express","automatica",50,21795,"hombre","fisica","automático","captacion",58.0,7,1,1,52,1
"licenciado (a)",35,372532,"subastado con 013","autos","2015-10-16","2016-01-15","2018-07-30","2020-10-16",55872,6208,32594,"legal",38,"normal","normal",26,17147,"mujer","fisica","subasta (0,20]","telemkt",13.0,8,0,1,41,0
"empleado (a)",60,353513,"automático","autos","2015-10-16","2016-09-23","2020-09-02","2020-10-16",53019,5891,29270,"legal",48,"express","automatica",51,28020,"hombre","fisica","automático","modulo-agencia",49.0,7,0,1,61,0
"propietario (a)",44,251949,"sorteo","autos 6 &amp; ya","2016-07-15","2017-01-20","2020-02-12","2021-07-15",33592,4199,22362,"legal",26,"normal","normal",36,20407,"hombre","fisica","sorteo","captacion",27.0,9,0,1,45,0
"gerente",16,312188,"sorteo","autos 6 &amp; ya","2021-01-22","2021-08-20","2022-06-02","2026-01-22",10406,5203,27633,"normal",41,"express","automatica",14,6374,"hombre","fisica","sorteo","facebook",30.0,9,1,1,17,1
"empleado (a)",25,183434,"subastado con 013","autos","2018-08-17","2019-03-15","2020-07-22","2023-08-17",12228,3057,16839,"legal",44,"express","automatica",21,11006,"hombre","fisica","subasta (0,20]","facebook",30.0,9,0,1,29,0
"conductor (a)",56,352742,"automático","autos","2017-04-21","2018-01-19","2021-11-30","2022-04-21",11758,5879,36031,"normal",50,"express","automatica",54,24626,"hombre","fisica","automático","captacion",39.0,9,0,1,57,1
"propietario (a)",41,481715,"subastado con 014","autos","2017-11-17","2020-02-21","2021-03-25","2022-11-17",8028,8028,33990,"normal",39,"express","automatica",40,18057,"hombre","fisica","subasta (0,20]","captacion",118.0,6,0,1,42,1
"empleado (a)",55,399144,"automático","autos","2017-11-17","2018-08-17","2022-06-03","2022-11-17",0,6652,41708,"normal",39,"express","automatica",55,23666,"mujer","fisica","automático","web",39.0,9,1,1,55,1
"comandante",60,400510,"automático","autos","2015-10-16","2016-08-19","2020-09-01","2020-10-16",0,6675,41385,"normal",33,"express","automatica",60,28020,"mujer","fisica","automático","modulo-agencia",44.0,9,0,1,60,1
"chofer",46,306028,"sorteo","autos","2018-08-17","2019-06-21","2022-06-02","2023-08-17",0,5100,26349,"normal",32,"express","automatica",46,19488,"mujer","fisica","sorteo","modulo-agencia",44.0,8,0,1,46,1
"panadero (a)",48,288947,"sorteo","autos","2018-04-20","2018-08-17","2022-05-25","2023-04-20",4815,4815,22960,"normal",44,"normal","normal",47,20494,"mujer","fisica","sorteo","captacion",17.0,9,0,1,49,1
"desarrollador (a)",38,382946,"sorteo","autos","2019-03-15","2019-12-20","2022-06-01","2024-03-15",0,6382,20620,"normal",26,"express","automatica",38,15889,"hombre","fisica","sorteo","facebook",40.0,9,1,1,38,1
"vendedor (a)",31,182608,"automático","autos","2015-10-16","2016-09-23","2018-03-01","2020-10-16",27387,3043,15510,"legal",41,"express","automatica",22,15304,"hombre","fisica","automático","modulo-agencia",49.0,7,0,1,35,0
"educador (a)",31,206857,"sorteo","autos 6 &amp; ya","2019-11-15","2020-12-18","2022-06-02","2024-11-15",6894,3447,17266,"normal",37,"express","automatica",29,12794,"mujer","fisica","sorteo","captacion",57.0,8,0,1,32,1
"técnico (a)",33,263862,"sorteo","autos 6 &amp; ya","2019-08-16","2020-05-15","2022-05-31","2024-08-16",8794,4397,21613,"normal",22,"express","automatica",31,13738,"hombre","fisica","sorteo","facebook",39.0,8,0,1,34,1
"taxista",58,350736,"automático","autos","2015-10-16","2017-07-21","2021-07-14","2020-10-16",0,5845,31155,"normal",46,"express","automatica",58,32663,"hombre","fisica","automático","modulo-agencia",92.0,7,0,1,58,1
"asesor (a)",53,624688,"subastado con 012","autos","2017-12-15","2018-01-19","2022-03-09","2022-12-15",20822,10411,57672,"normal",48,"express","normal",51,22814,"hombre","fisica","subasta (0,20]","modulo-agencia",5.0,2,0,1,54,1
"accionista",34,187236,"subastado con 013","autos","2018-01-19","2018-12-21","2022-05-31","2023-01-19",24960,3120,17281,"legal",33,"express","automatica",26,15090,"hombre","fisica","subasta (0,20]","facebook",48.0,8,0,1,39,0
"vendedor (a)",39,285043,"sorteo","autos 6 &amp; ya","2019-01-18","2019-05-17","2022-05-30","2024-01-18",0,4750,15174,"normal",20,"normal","normal",39,16398,"hombre","fisica","sorteo","facebook",17.0,8,0,1,39,1
"empleado (a)",49,591324,"subastado con 013","autos","2017-12-15","2017-12-15","2022-03-23","2022-12-15",0,9855,56079,"normal",37,"normal","normal",49,21270,"hombre","fisica","subasta (0,20]","captacion",0.0,8,0,1,49,1
"supervisor (a)",49,408258,"automático","autos 6 &amp; ya","2018-04-20","2018-12-21","2022-05-12","2023-04-20",6804,6804,39678,"normal",26,"express","automatica",48,20954,"mujer","fisica","automático","facebook",35.0,8,0,1,50,1
"propietario (a)",54,295106,"subastado con 012","autos","2017-09-15","2018-04-20","2022-01-19","2022-09-15",9836,4918,20475,"normal",31,"express","automatica plus",52,23476,"mujer","fisica","subasta (0,20]","facebook",31.0,7,0,1,56,1
"mantenimiento",28,142008,"sorteo","autos 6 &amp; ya","2020-02-21","2021-01-22","2022-05-02","2025-02-21",4732,2366,9565,"normal",49,"express","automatica",26,11489,"hombre","fisica","sorteo","facebook",48.0,8,0,1,29,1
"mesero (a)",52,283336,"sorteo","autos","2017-05-19","2017-09-15","2021-08-17","2022-05-19",18888,4722,24491,"legal",28,"normal","normal",48,22956,"hombre","fisica","sorteo","facebook",17.0,9,0,1,56,0
"cirujano",45,277107,"automático","autos 6 &amp; ya","2018-08-17","2019-04-26","2022-05-14","2023-08-17",4618,4618,19096,"normal",33,"express","automatica",44,19030,"mujer","fisica","automático","facebook",36.0,9,0,1,46,1
"director (a)",60,286226,"subastado con 013","autos","2017-09-15","2019-03-15","2022-06-01","2022-09-15",4770,4770,21287,"normal",31,"express","automatica",59,26549,"hombre","fisica","subasta (0,20]","captacion",78.0,3,0,1,61,1
"empleado (a)",42,218153,"subastado con 012","autos 6 &amp; ya","2017-05-19","2017-12-15","2020-09-21","2022-05-19",18175,3635,15887,"legal",30,"express","automatica",37,18915,"hombre","fisica","subasta (0,20]","facebook",30.0,9,0,1,46,0
"coordinador (a)",49,360034,"automático","autos 6 &amp; ya","2018-04-20","2018-11-16","2022-06-02","2023-04-20",6000,6000,32771,"normal",37,"express","automatica",48,20873,"mujer","fisica","automático","facebook",30.0,7,0,1,50,1
"vendedor (a)",27,101459,"subastado con 012","autos","2015-11-20","2015-12-18","2017-12-30","2020-11-20",15210,2000,11718,"legal",37,"express","normal",18,13396,"mujer","fisica","subasta (0,20]","captacion",4.0,2,0,1,30,0
"independiente",48,329189,"subastado con 012","autos","2018-03-16","2018-03-16","2022-01-09","2023-03-16",10972,5486,22058,"normal",59,"normal","normal",46,20650,"hombre","moral","subasta (0,20]","facebook",0.0,9,0,0,49,1
"químico (a)",50,219972,"sorteo","autos","2018-03-16","2019-06-21","2022-05-26","2023-03-16",18330,3666,19421,"legal",32,"express","automatica",45,21416,"hombre","fisica","sorteo","captacion",66.0,8,0,1,54,0
"empleado (a)",41,243816,"automático","autos 6 &amp; ya","2018-09-21","2019-04-26","2022-04-06","2023-09-21",8126,4063,27610,"normal",41,"express","automatica",39,17429,"mujer","fisica","automático","facebook",31.0,9,1,1,43,1
"comerciante",54,305489,"sorteo","autos","2017-11-17","2018-04-20","2022-05-12","2022-11-17",5091,5091,21619,"normal",27,"normal","normal",53,23287,"hombre","fisica","sorteo","facebook",22.0,8,0,1,55,1
"gestor (a)",30,120262,"automático","autos 6 &amp; ya","2018-09-21","2019-04-26","2021-02-24","2023-09-21",14028,2004,6858,"legal",24,"express","automatica",23,13029,"hombre","fisica","automático","modulo-agencia",31.0,9,0,1,35,0
"ejecutivo (a)",30,141897,"automático","autos 6 &amp; ya","2019-12-20","2020-07-17","2022-05-31","2024-12-20",4728,2364,13437,"normal",30,"express","automatica",28,12356,"hombre","fisica","automático","facebook",30.0,8,0,1,32,1
"independiente",54,300380,"subastado con 013","autos","2017-12-15","2018-12-21","2022-06-02","2022-12-15",0,5006,25982,"normal",71,"express","automatica",54,23193,"hombre","moral","subasta (0,20]","facebook",53.0,7,0,1,54,1
"propietario (a)",44,284588,"automático","autos 6 &amp; ya","2018-04-20","2018-10-19","2021-11-24","2023-04-20",0,4743,25198,"normal",34,"express","automatica",44,18950,"mujer","fisica","automático","facebook",26.0,9,0,1,44,1
"asesor (a)",43,119074,"sorteo","autos","2017-05-19","2017-08-18","2020-11-25","2022-05-19",15872,2000,13033,"legal",23,"normal","normal",35,19274,"hombre","fisica","sorteo","modulo-agencia",13.0,7,0,1,47,0
"propietario (a)",26,137958,"subastado con 014","autos","2020-02-21","2021-05-28","2022-05-20","2025-02-21",0,2299,9938,"normal",32,"express","automatica",26,10680,"mujer","fisica","subasta (0,20]","captacion",66.0,8,0,1,26,1
"ejecutivo (a)",42,227575,"subastado con 014","autos 6 &amp; ya","2018-11-16","2019-07-19","2022-06-02","2023-11-16",0,3792,20855,"normal",45,"express","automatica",42,17669,"hombre","fisica","subasta (0,20]","captacion",35.0,9,0,1,42,1
"ejecutivo (a)",38,194428,"subastado con 014","autos 6 &amp; ya","2019-03-15","2020-02-21","2022-05-02","2024-03-15",6480,3240,15155,"normal",33,"express","automatica",36,15889,"mujer","fisica","subasta (0,20]","facebook",49.0,9,0,1,39,1
"asesor (a)",59,307221,"automático","autos 6 &amp; ya","2017-05-19","2017-12-15","2022-05-13","2022-05-19",0,5120,22217,"normal",30,"express","automatica",59,25687,"hombre","fisica","automático","facebook",30.0,7,1,1,59,1
"comerciante",42,246811,"subastado con 014","autos","2018-12-21","2019-10-18","2022-06-02","2023-12-21",4113,4113,21221,"normal",38,"express","automatica",41,17669,"mujer","fisica","subasta (0,20]","captacion",43.0,8,0,1,43,1
"comisionista",41,204159,"automático","autos","2018-11-16","2020-01-17","2022-05-16","2023-11-16",6804,3402,19054,"normal",50,"express","automatica",39,17290,"mujer","fisica","automático","captacion",61.0,8,0,1,43,1
"cocinero (a)",44,150831,"subastado con 014","autos","2018-08-17","2019-12-20","2022-05-18","2023-08-17",0,2513,12009,"normal",27,"express","automatica",44,18651,"mujer","fisica","subasta (0,20]","facebook",70.0,9,0,1,44,1
"independiente",14,67965,"sorteo","autos 6 &amp; ya","2021-02-19","2021-10-15","2022-05-09","2026-02-19",0,2000,6355,"normal",55,"normal","normal",14,5580,"hombre","moral","sorteo","facebook",34.0,8,0,1,14,1
"gerente",41,239078,"subastado con 014","autos","2019-01-18","2020-01-17","2022-05-04","2024-01-18",7968,3984,26061,"normal",37,"express","automatica",39,17221,"hombre","fisica","subasta (0,20]","facebook",52.0,7,1,1,43,1
"mantenimiento",42,230125,"subastado con 014","autos 6 &amp; ya","2019-01-18","2019-08-16","2022-05-12","2024-01-18",3835,3835,23190,"normal",45,"express","automatica",41,17741,"hombre","fisica","subasta (0,20]","captacion",30.0,7,0,1,43,1
"contratista",20,134260,"subastado con 014","autos 6 &amp; ya","2020-08-21","2021-04-16","2022-05-12","2025-08-21",4474,2237,12472,"normal",27,"express","automatica",18,8103,"hombre","fisica","subasta (0,20]","facebook",34.0,9,0,1,21,1
"coordinador (a)",17,83750,"sorteo","autos 6 &amp; ya","2021-01-22","2021-08-20","2022-06-01","2026-01-22",1395,2000,6643,"normal",37,"express","automatica",16,6835,"hombre","fisica","sorteo","facebook",30.0,8,0,1,18,1
"empleado (a)",52,364425,"subastado con 012","autos","2017-01-20","2017-10-20","2021-03-16","2022-01-20",0,6073,36727,"normal",36,"express","automatica",52,23370,"hombre","fisica","subasta (0,20]","captacion",39.0,7,0,1,52,1
"chofer",39,209469,"sorteo","autos 6 &amp; ya","2019-03-15","2019-07-19","2022-04-07","2024-03-15",31419,3491,22855,"legal",39,"normal","normal",30,16333,"hombre","fisica","sorteo","facebook",18.0,9,0,1,48,0
"empleado (a)",60,292012,"subastado con 012","autos","2015-11-20","2017-09-15","2021-01-29","2020-11-20",0,4866,22801,"normal",39,"express","automatica",60,29696,"mujer","fisica","subasta (0,20]","captacion",95.0,8,1,1,60,1
"coordinador (a)",60,298228,"automático","autos","2017-05-19","2018-03-16","2022-06-02","2022-05-19",9940,4970,24550,"normal",24,"express","automatica",58,26066,"mujer","fisica","automático","facebook",43.0,8,0,1,62,1
"propietario (a)",47,335418,"automático","autos 6 &amp; ya","2018-06-15","2019-04-26","2022-06-01","2023-06-15",5590,5590,26598,"normal",44,"express","automatica",46,19949,"hombre","fisica","automático","captacion",45.0,8,0,1,48,1
"operador (a)",42,204751,"subastado con 014","autos","2018-11-16","2019-09-20","2022-06-03","2023-11-16",3412,3412,18539,"normal",29,"express","automatica",41,17669,"hombre","fisica","subasta (0,20]","captacion",44.0,9,0,1,43,1
"encargado (a)",40,172525,"automático","autos","2018-11-16","2019-12-20","2022-04-11","2023-11-16",0,2875,10483,"normal",45,"express","automatica",40,16909,"mujer","fisica","automático","facebook",57.0,9,0,1,40,1
"empleado (a)",54,322759,"automático","autos","2016-07-15","2017-05-19","2020-12-28","2021-07-15",0,5379,22184,"normal",29,"express","automatica",54,24663,"hombre","fisica","automático","captacion",44.0,9,1,1,54,1
"seguridad",56,334187,"sorteo","autos","2016-07-15","2017-04-21","2021-02-02","2021-07-15",0,5569,28795,"normal",34,"normal","normal",56,25491,"hombre","fisica","sorteo","facebook",40.0,8,0,1,56,1
"traductor (a)",49,181387,"automático","autos","2015-11-20","2016-09-23","2019-10-22","2020-11-20",12092,3023,11858,"legal",37,"express","automatica",45,23299,"hombre","fisica","automático","evento",44.0,8,0,1,51,0
"supervisor (a)",34,180802,"sorteo","autos","2019-08-16","2019-11-15","2022-06-01","2024-08-16",0,3013,11654,"normal",28,"normal","normal",34,14117,"hombre","fisica","sorteo","captacion",13.0,6,1,1,34,1
"chofer",46,304792,"automático","autos","2015-11-20","2016-11-18","2019-08-14","2020-11-20",5079,5079,21922,"normal",33,"express","automatica",45,21979,"hombre","fisica","automático","captacion",52.0,8,0,1,47,1
"oficial",34,169205,"automático","autos","2019-08-16","2020-02-21","2022-06-01","2024-08-16",0,2820,13811,"normal",27,"normal","automatica",34,14117,"hombre","fisica","automático","captacion",27.0,7,1,1,34,1
"jubilado (a)",54,304284,"automático","autos 6 &amp; ya","2017-12-15","2018-08-17","2022-06-02","2022-12-15",10142,5071,25039,"normal",60,"express","automatica",52,23193,"hombre","moral","automático","captacion",35.0,8,1,1,55,1
"docente",52,321277,"sorteo","autos","2017-12-15","2018-07-20","2022-05-04","2022-12-15",0,5354,23634,"normal",30,"normal","normal",52,22345,"hombre","fisica","sorteo","modulo-agencia",31.0,7,0,1,52,1
"vendedor (a)",28,163078,"subastado con 013","autos","2015-11-20","2015-11-20","2018-01-19","2020-11-20",21736,2717,11420,"legal",35,"normal","normal",20,13860,"hombre","fisica","subasta (0,20]","captacion",0.0,6,1,1,35,0
"independiente",30,141362,"sorteo","autos","2019-12-20","2020-05-15","2022-06-02","2024-12-20",0,2356,7790,"normal",33,"normal","normal",30,12356,"mujer","fisica","sorteo","modulo-agencia",21.0,8,0,1,30,1
"docente",14,61588,"automático","autos","2017-05-19","2018-05-18","2018-06-01","2022-05-19",10260,2000,4802,"legal",54,"express","automatica",4,6579,"hombre","fisica","automático","captacion",52.0,8,0,1,20,0
"arquitecto (a)",44,260182,"automático","autos","2018-08-17","2019-07-19","2022-06-02","2023-08-17",4336,4336,21835,"normal",30,"express","automatica",43,18651,"mujer","fisica","automático","captacion",48.0,9,0,1,45,1
"policía",53,278878,"subastado con 013","autos 6 &amp; ya","2017-12-15","2019-01-18","2022-06-02","2022-12-15",0,4647,18660,"normal",32,"express","automatica",53,22814,"hombre","fisica","subasta (0,20]","captacion",57.0,8,0,1,53,1
"operador (a)",31,150438,"sorteo","autos 6 &amp; ya","2019-10-18","2020-09-18","2022-06-02","2024-10-18",2507,2507,16144,"normal",28,"express","automatica",30,12794,"hombre","fisica","sorteo","facebook",48.0,9,0,1,32,1
"administrador (a)",43,155405,"subastado con 013","autos 6 &amp; ya","2018-01-19","2018-11-16","2021-07-05","2023-01-19",12950,2590,14029,"legal",26,"express","automatica",38,18746,"hombre","fisica","subasta (0,20]","captacion",43.0,9,0,1,44,0
"seguridad",21,109058,"sorteo","autos 6 &amp; ya","2020-08-21","2021-03-26","2022-06-03","2025-08-21",0,2000,8169,"normal",31,"express","automatica",21,8482,"hombre","fisica","sorteo","facebook",31.0,9,0,1,21,1
"propietario (a)",59,401785,"automático","autos","2015-11-20","2016-10-21","2020-10-20","2020-11-20",0,6696,32369,"normal",52,"express","automatica",59,28862,"hombre","fisica","automático","modulo-agencia",48.0,8,0,1,59,1
"independiente",26,198458,"subastado con 014","autos","2020-04-17","2020-06-19","2022-05-25","2025-04-17",3307,3307,18936,"normal",50,"normal","normal",25,10630,"hombre","fisica","subasta (0,20]","facebook",9.0,8,0,1,27,1
"propietario (a)",52,373323,"automático","autos 6 &amp; ya","2016-07-15","2017-03-17","2020-10-02","2021-07-15",6222,6222,31473,"normal",47,"express","automatica",51,23824,"mujer","fisica","automático","captacion",35.0,9,0,1,53,1
"propietario (a)",38,178734,"sorteo","autos","2019-03-15","2020-08-21","2022-05-10","2024-03-15",5956,2978,15735,"normal",61,"express","automatica",36,15889,"hombre","moral","sorteo","captacion",75.0,9,0,1,40,1
"ganadero (a)",32,133337,"automático","autos 6 &amp; ya","2018-04-20","2018-12-21","2020-11-10","2023-04-20",13332,2222,13288,"legal",29,"express","automatica",26,14080,"hombre","fisica","automático","facebook",35.0,9,0,1,37,0
"socio (a)",15,98023,"automático","autos 6 &amp; ya","2017-05-19","2017-12-15","2018-07-20","2022-05-19",11431,2000,7588,"legal",34,"express","automatica",8,7037,"hombre","fisica","automático","captacion",30.0,9,0,1,21,0
"agente",59,363895,"subastado con 012","autos","2017-06-16","2018-07-20","2022-03-10","2022-06-16",0,6064,23050,"normal",29,"express","automatica",59,25687,"mujer","fisica","subasta (0,20]","modulo-agencia",57.0,8,0,1,59,1
"empleado (a)",48,313640,"automático","autos 6 &amp; ya","2018-04-20","2019-01-18","2022-05-10","2023-04-20",5227,5227,26914,"normal",30,"express","automatica",47,20494,"hombre","fisica","automático","facebook",39.0,9,0,1,49,1
"propietario (a)",54,278949,"automático","autos","2017-12-15","2018-08-17","2022-06-02","2022-12-15",4649,4649,21333,"normal",38,"express","automatica",53,23193,"hombre","fisica","automático","facebook",35.0,8,0,1,55,1
"vendedor (a)",60,221130,"automático","autos","2017-01-20","2018-05-18","2022-05-30","2022-01-20",7370,3685,21827,"normal",37,"express","automatica",58,26973,"hombre","fisica","automático","modulo-agencia",69.0,5,0,1,61,1
"laboratorista",45,283432,"subastado con 013","autos 6 &amp; ya","2017-12-15","2018-09-21","2021-07-12","2022-12-15",47230,4723,20806,"legal",23,"express","automatica",35,19680,"hombre","fisica","subasta (0,20]","captacion",40.0,8,0,1,50,0
"trabajador (a)",16,69858,"sorteo","autos 6 &amp; ya","2021-02-19","2021-06-18","2022-06-02","2026-02-19",1164,2000,5008,"normal",20,"normal","normal",15,6374,"hombre","fisica","sorteo","facebook",17.0,8,0,1,17,1
"agente",28,138880,"sorteo","autos 6 &amp; ya","2020-01-17","2020-11-20","2022-05-02","2025-01-17",4628,2314,11593,"normal",23,"express","automatica",26,11489,"hombre","fisica","sorteo","facebook",44.0,9,0,1,29,1
"contador (a)",49,328097,"subastado con 013","autos","2018-04-20","2018-04-20","2022-05-13","2023-04-20",0,5468,25247,"normal",37,"normal","normal",49,20954,"hombre","fisica","subasta (0,20]","facebook",0.0,9,0,1,49,1
"mecánico (a)",54,278921,"automático","autos","2017-11-17","2019-07-19","2022-06-01","2022-11-17",9296,4648,21900,"normal",24,"express","automatica",52,23193,"hombre","fisica","automático","facebook",87.0,6,1,1,55,1
"gerente",60,263610,"sorteo","autos","2015-11-20","2016-10-21","2021-03-03","2020-11-20",4393,4393,25229,"normal",26,"express","automatica",59,30518,"hombre","fisica","sorteo","modulo-agencia",48.0,8,1,1,61,1
"comandante",33,233163,"sorteo","autos 6 &amp; ya","2019-09-20","2020-04-17","2022-06-02","2024-09-20",7772,3886,20901,"normal",47,"express","automatica",31,13676,"hombre","fisica","sorteo","facebook",30.0,8,0,1,35,1
"técnico (a)",32,139295,"sorteo","autos 6 &amp; ya","2017-05-19","2018-01-19","2019-12-02","2022-05-19",23210,2321,15830,"legal",56,"express","automatica",22,14578,"hombre","moral","sorteo","web",35.0,9,0,1,33,0
"independiente",15,73753,"sorteo","autos 6 &amp; ya","2021-03-19","2021-11-19","2022-06-01","2026-03-19",1229,2000,5136,"normal",27,"express","automatica",14,5959,"hombre","fisica","sorteo","captacion",35.0,8,0,1,16,1
"empleado (a)",58,352359,"sorteo","autos","2017-05-19","2017-11-17","2022-05-11","2022-05-19",11744,5872,32139,"normal",38,"normal","normal",56,25204,"hombre","fisica","sorteo","modulo-agencia",26.0,9,0,1,59,1
"propietario (a)",41,282069,"sorteo","autos 6 &amp; ya","2018-12-21","2019-05-17","2022-05-08","2023-12-21",4701,4701,28439,"normal",49,"normal","normal",40,17221,"hombre","fisica","sorteo","facebook",21.0,9,0,1,42,1
"cajero (a)",44,252885,"subastado con 014","autos","2018-08-17","2019-06-21","2022-05-07","2023-08-17",4214,4214,23696,"normal",32,"express","automatica",43,18651,"hombre","fisica","subasta (0,20]","captacion",44.0,9,0,1,45,1
"chofer",42,263793,"sorteo","autos","2015-11-20","2015-12-18","2019-06-06","2020-11-20",0,4396,19488,"normal",51,"normal","normal",42,20131,"mujer","fisica","sorteo","modulo-agencia",4.0,8,0,1,42,1
"propietario (a)",54,345146,"sorteo","autos 6 &amp; ya","2017-06-16","2018-02-16","2021-10-13","2022-06-16",57520,5752,32873,"legal",60,"express","automatica",44,23752,"hombre","moral","sorteo","telemkt",35.0,7,0,1,59,0
"empleado (a)",51,371842,"automático","autos 6 &amp; ya","2018-01-19","2018-08-17","2022-04-25","2023-01-19",0,6197,27226,"normal",33,"express","automatica",51,21879,"hombre","fisica","automático","facebook",30.0,9,0,1,51,1
"jubilado (a)",51,242446,"subastado con 012","autos","2017-11-17","2017-11-17","2022-01-25","2022-11-17",24240,4040,27724,"legal",55,"normal","normal",45,22048,"hombre","moral","subasta (0,20]","modulo-agencia",0.0,7,0,1,56,0
"independiente",21,107152,"sorteo","autos 6 &amp; ya","2020-08-21","2021-03-26","2022-04-02","2025-08-21",7140,2000,10656,"legal",37,"express","automatica",17,8482,"hombre","fisica","sorteo","facebook",31.0,9,0,1,22,0
"ama(o) de casa",44,285598,"subastado con 012","autos","2017-11-17","2018-04-20","2021-06-10","2022-11-17",9518,4759,19953,"normal",57,"express","automatica plus",42,19277,"mujer","moral","subasta (0,20]","modulo-agencia",22.0,9,0,1,45,1
"propietario (a)",60,445360,"subastado con 012","autos 6 &amp; ya","2016-10-21","2017-07-21","2021-09-03","2021-10-21",7422,7422,37688,"normal",36,"express","automatica",59,26798,"hombre","fisica","subasta (0,20]","web",39.0,9,1,1,61,1
"independiente",46,440714,"automático","autos","2015-11-20","2017-01-20","2019-07-17","2020-11-20",14690,7345,26847,"normal",43,"express","automatica",44,21979,"mujer","fisica","automático","modulo-agencia",61.0,8,0,1,48,1
"almacenista",28,194819,"sorteo","autos 6 &amp; ya","2020-02-21","2020-11-20","2022-05-07","2025-02-21",3246,3246,19041,"normal",23,"express","automatica",27,11489,"hombre","fisica","sorteo","facebook",39.0,8,0,1,29,1
